Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2490.0,168.0,7.0,300.0,361.0,1.2,112.0,4.67,0
2011,2570.0,162.0,7.04,297.0,423.0,1.42,56.0,2.43,-3
2012,2445.0,100.0,4.35,222.0,275.0,1.24,180.0,7.83,-38
2013,2461.0,139.0,6.05,267.0,130.0,0.49,209.0,9.09,38
2014,2539.0,153.0,6.64,283.0,256.0,0.9,-45.0,-1.96,10
2015,2271.0,120.0,5.21,201.0,181.0,0.9,177.0,7.7,-21
2016,2118.0,117.0,5.32,216.0,115.0,0.53,144.0,6.55,-2
2017,2069.0,112.0,4.88,213.0,144.0,0.68,217.0,9.43,-4
2018,2032.0,115.0,4.6,205.0,180.0,0.88,56.0,2.24,2
2019,2225.0,109.0,4.36,198.0,125.0,0.63,130.0,5.2,-5
2020,1947.0,92.0,3.68,193.0,396.0,2.05,62.0,2.48,-15
