Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,18.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0
2011,81.0,7.0,0.77,21.0,25.0,1.19,7.0,0.78,593
2012,93.0,6.0,0.66,19.0,56.0,2.95,13.0,1.44,-14
2013,111.0,7.0,0.77,25.0,66.0,2.64,8.0,0.89,16
2014,119.0,10.0,1.0,30.0,60.0,2.0,5.0,0.5,42
2015,133.0,9.0,0.9,26.0,84.0,3.23,-2.0,-0.2,-10
2016,133.0,10.0,1.0,27.0,93.0,3.44,-3.0,-0.3,10
2017,143.0,6.0,0.66,29.0,114.0,3.93,10.0,1.11,-40
2018,165.0,21.0,2.34,35.0,123.0,3.51,1.0,0.11,249
2019,332.0,18.0,1.98,33.0,128.0,3.88,23.0,2.56,-14
2020,380.0,17.0,1.87,32.0,127.0,3.97,24.0,2.67,-5
