Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,26.0,-13.0,-0.21,-10.0,0.0,0.0,-6.0,-0.1,0
2011,47.0,-20.0,0.0,-8.0,-33.0,-0.0,-16.0,0.01,-53
2012,41.0,-3.0,0.09,1.0,-81.0,-0.0,6.0,-0.18,84
2013,33.0,16.0,0.35,19.0,-6.0,-0.0,16.0,0.38,635
2014,29.0,26.0,0.64,26.0,-34.0,-0.0,31.0,0.78,62
2015,16.0,21.0,0.7,9.0,-11.0,-0.0,13.0,0.43,-19
2016,7.0,-1.0,-1.0,5.0,-7.0,-0.0,0.0,0.0,-104
2017,9.0,7.0,0.14,5.0,-7.0,-0.0,6.0,0.12,807
2018,8.0,3.0,0.27,3.0,-6.0,-0.0,-4.0,-0.36,-57
2019,2.0,-4.0,-0.08,-4.0,-5.0,-0.0,5.0,0.1,-232
