Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,139.0,21.0,1.4,21.0,0.0,0.0,23.0,1.53,0
2010,371.0,71.0,4.45,140.0,261.0,1.86,134.0,8.38,237
2011,457.0,99.0,1.94,189.0,195.0,1.03,163.0,3.2,39
2012,591.0,125.0,2.46,229.0,295.0,1.29,125.0,2.45,26
2013,732.0,175.0,3.5,312.0,289.0,0.93,210.0,4.2,39
2014,878.0,174.0,3.48,352.0,1470.0,4.18,244.0,4.88,0
2015,941.0,166.0,3.45,340.0,1692.0,4.98,189.0,3.94,-4
2016,828.0,89.0,1.93,247.0,1766.0,7.15,92.0,2.0,-46
2017,812.0,166.0,3.7,291.0,2148.0,7.38,72.0,1.6,86
2018,906.0,74.0,1.63,250.0,2457.0,9.83,65.0,1.44,-55
2019,1016.0,96.0,2.11,298.0,2795.0,9.38,143.0,3.18,29
