Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,81.0,-7.0,-0.07,-5.0,0.0,0.0,-5.0,-0.05,0
2011,169.0,-23.0,0.04,1.0,-138.0,-0.0,-24.0,0.04,-229
2012,179.0,-32.0,0.03,-4.0,-126.0,-0.0,-5.0,0.01,-39
2013,171.0,-34.0,0.02,-4.0,-116.0,-0.0,-12.0,0.01,-6
2014,161.0,-23.0,0.02,-3.0,-91.0,-0.0,-18.0,0.03,32
2015,169.0,-22.0,0.02,-3.0,-71.0,-0.0,-16.0,0.03,4
2016,166.0,-71.0,0.03,-53.0,-65.0,-0.0,-2.0,0.0,-222
2017,183.0,-6.0,0.02,11.0,-48.0,-0.0,-12.0,0.08,91
2018,194.0,10.0,0.17,28.0,-50.0,-0.0,3.0,0.05,266
2019,199.0,-15.0,-0.12,4.0,-18.0,-0.0,-29.0,-0.25,-249
2020,213.0,-12.0,-0.1,9.0,-21.0,-0.0,-17.0,-0.14,19
