Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,311.0,28.0,1.55,32.0,0.0,0.0,29.0,1.61,0
2010,717.0,70.0,3.88,138.0,206.0,1.49,92.0,5.11,149
2011,853.0,93.0,5.17,166.0,276.0,1.66,124.0,6.89,32
2012,1036.0,119.0,2.21,209.0,225.0,1.08,121.0,2.24,27
2013,1427.0,151.0,2.7,283.0,535.0,1.89,138.0,2.46,26
2014,1634.0,191.0,3.41,336.0,554.0,1.65,221.0,3.95,26
2015,1825.0,190.0,3.39,350.0,711.0,2.03,227.0,4.05,0
2016,2266.0,281.0,4.93,502.0,663.0,1.32,270.0,4.74,47
2017,2334.0,296.0,5.29,478.0,939.0,1.96,263.0,4.7,5
2018,2721.0,314.0,5.68,577.0,1820.0,3.15,332.0,6.04,6
2019,2958.0,351.0,6.37,647.0,1778.0,2.75,330.0,6.0,11
