Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,53.0,-7.0,-0.24,-6.0,0.0,0.0,-1.0,-0.04,0
2011,157.0,8.0,0.38,31.0,-19.0,-0.0,44.0,2.1,214
2012,152.0,5.0,0.63,29.0,-9.0,-0.0,7.0,0.88,-37
2013,175.0,8.0,0.4,31.0,-7.0,-0.0,5.0,0.25,59
2014,182.0,-5.0,0.62,20.0,-62.0,-0.0,29.0,-3.63,-162
2015,194.0,-7.0,0.31,31.0,-47.0,-0.0,21.0,-0.95,-40
2016,191.0,-12.0,0.39,25.0,-23.0,-0.0,1.0,-0.03,-71
2017,275.0,-7.0,0.77,57.0,367.0,6.44,-387.0,43.0,41
2018,521.0,72.0,1.94,136.0,68.0,0.5,250.0,6.76,1130
2019,533.0,71.0,1.63,145.0,-34.0,-0.0,108.0,2.51,-1
