Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1941.0,50.0,0.63,87.0,191.0,2.2,93.0,1.18,0
2011,2440.0,122.0,1.65,184.0,326.0,1.77,69.0,0.93,143
2012,2533.0,124.0,1.8,158.0,492.0,3.11,178.0,2.58,1
2013,2611.0,135.0,1.95,196.0,469.0,2.39,244.0,3.54,8
2014,3125.0,159.0,2.34,231.0,475.0,2.06,184.0,2.71,17
2015,3383.0,86.0,1.3,145.0,639.0,4.41,132.0,2.0,-45
2016,2818.0,155.0,2.5,216.0,496.0,2.3,327.0,5.27,80
2017,3012.0,215.0,3.47,301.0,299.0,0.99,272.0,4.39,38
2018,3580.0,199.0,3.16,245.0,628.0,2.56,226.0,3.59,-7
2019,3758.0,160.0,3.99,241.0,656.0,2.72,162.0,4.05,-19
2020,3383.0,110.0,2.25,149.0,596.0,4.0,242.0,4.4,-31
