Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,307.0,18.0,0.34,191.0,309.0,1.62,-159.0,-3.06,0
2011,445.0,98.0,1.87,301.0,203.0,0.67,-133.0,-2.56,444
2012,611.0,157.0,3.0,434.0,374.0,0.86,-250.0,-4.81,60
2013,812.0,198.0,3.4,571.0,1307.0,2.29,-1237.0,-21.33,26
2014,1302.0,312.0,5.09,981.0,1966.0,2.0,-649.0,-10.64,57
2015,1142.0,-617.0,-7.42,-223.0,1793.0,0.0,-265.0,-3.53,-297
2016,691.0,-358.0,2.22,-264.0,1.0,0.0,-151.0,-0.23,41
2017,-17.0,-11.0,-1.56,26.0,105.0,4.04,-107.0,-15.29,96
2018,92.0,118.0,1.76,302.0,289.0,0.96,-205.0,-3.06,1173
2019,8.0,21.0,1.49,5.0,369.0,73.8,-61.0,-4.36,-82
