Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,230.0,19.0,0.86,33.0,-59.0,-0.0,26.0,1.18,0
2012,236.0,13.0,0.65,25.0,-56.0,-0.0,15.0,0.75,-31
2013,226.0,15.0,0.75,26.0,-33.0,-0.0,8.0,0.4,15
2014,232.0,16.0,0.8,27.0,-33.0,-0.0,9.0,0.45,6
2015,227.0,14.0,0.7,26.0,-50.0,-0.0,26.0,1.3,-12
2016,232.0,18.0,0.9,31.0,-37.0,-0.0,-2.0,-0.1,28
2017,247.0,21.0,1.05,37.0,-58.0,-0.0,35.0,1.75,16
2018,268.0,33.0,1.65,52.0,-80.0,-0.0,44.0,2.2,57
2019,282.0,35.0,1.75,48.0,-100.0,-0.0,41.0,2.05,6
2020,271.0,23.0,1.18,31.0,-92.0,-0.0,31.0,1.63,-34
