Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,1613.0,422.0,0.33,705.0,0.0,0.0,257.0,0.2,0
2009,6911.0,2352.0,0.77,4998.0,-3771.0,-0.0,252.0,0.08,457
2010,8065.0,2964.0,1.29,6414.0,-3280.0,-0.0,2453.0,1.08,26
2011,9188.0,3646.0,1.33,7624.0,-1509.0,-0.0,3519.0,1.31,23
2012,10421.0,2142.0,1.07,4627.0,-1203.0,-0.0,4635.0,2.32,-41
2013,11778.0,4980.0,2.04,9957.0,-777.0,-0.0,2551.0,1.06,132
2014,12702.0,5438.0,2.32,10724.0,-492.0,-0.0,6652.0,2.86,9
2015,13880.0,6328.0,2.87,12419.0,-2611.0,-0.0,6180.0,2.82,16
2016,15082.0,5991.0,2.73,11794.0,12550.0,1.06,5051.0,2.32,-5
2017,18358.0,6699.0,2.99,17265.0,10675.0,0.62,8513.0,3.82,11
2018,20609.0,10301.0,4.63,19058.0,12119.0,0.64,12009.0,5.42,53
2019,22977.0,12080.0,5.24,21830.0,13037.0,0.6,12028.0,5.2,17
2020,23885.0,12482.0,5.19,22986.0,10182.0,0.44,11918.0,4.8,3
