Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,197.0,16.0,1.14,22.0,0.0,0.0,2.0,0.14,0
2011,546.0,36.0,2.24,80.0,45.0,0.56,3.0,0.19,124
2012,498.0,68.0,4.84,47.0,-16.0,-0.0,20.0,1.43,88
2013,535.0,37.0,2.16,73.0,-113.0,-0.0,61.0,3.59,-45
2014,609.0,51.0,2.98,103.0,-177.0,-0.0,54.0,3.18,37
2015,640.0,44.0,2.57,101.0,-28.0,-0.0,49.0,2.88,-13
2016,655.0,46.0,2.69,118.0,12.0,0.1,99.0,5.82,4
2017,819.0,78.0,4.57,176.0,-50.0,-0.0,121.0,7.12,69
2018,876.0,86.0,4.76,161.0,61.0,0.38,-23.0,-1.28,10
2019,895.0,47.0,2.6,105.0,-43.0,-0.0,111.0,6.17,-45
2020,854.0,32.0,1.77,85.0,-35.0,-0.0,103.0,5.72,-31
