Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,12060.0,364.0,2.28,543.0,-941.0,-0.0,-77.0,-0.48,0
2010,9962.0,395.0,2.53,528.0,-685.0,-0.0,483.0,3.1,8
2011,9103.0,540.0,3.6,503.0,-868.0,-0.0,573.0,3.82,36
2012,7770.0,202.0,1.36,202.0,-1053.0,-0.0,194.0,1.31,-62
2013,7214.0,171.0,1.16,231.0,-1018.0,-0.0,235.0,1.59,-15
2014,6366.0,-1198.0,-8.21,-868.0,-897.0,-0.0,126.0,0.86,-800
2015,5096.0,226.0,1.56,213.0,-822.0,-0.0,167.0,1.16,118
2016,4268.0,-51.0,-0.36,0.0,157.0,0.0,52.0,0.37,-122
2017,4171.0,442.0,3.13,246.0,69.0,0.28,187.0,1.33,966
2018,4913.0,310.0,2.17,338.0,559.0,1.65,173.0,1.23,-29
2019,5639.0,209.0,1.45,436.0,489.0,1.12,245.0,1.73,-32
