Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,32.0,2.0,0.1,5.0,0.0,0.0,2.0,0.1,0
2011,80.0,4.0,0.28,15.0,-82.0,-0.0,10.0,0.77,99
2012,101.0,5.0,0.26,18.0,-92.0,-0.0,13.0,0.76,24
2013,130.0,6.0,0.3,21.0,-107.0,-0.0,17.0,0.85,19
2014,169.0,8.0,0.36,25.0,-119.0,-0.0,24.0,1.14,33
2015,207.0,6.0,0.26,28.0,-148.0,-0.0,20.0,0.95,-25
2016,190.0,2.0,0.18,26.0,-102.0,-0.0,13.0,1.18,-66
2017,212.0,8.0,0.32,31.0,-130.0,-0.0,32.0,1.28,298
2018,229.0,30.0,0.98,46.0,-168.0,-0.0,24.0,0.8,274
2019,252.0,13.0,0.39,52.0,-172.0,-0.0,30.0,0.94,-56
2020,248.0,15.0,0.45,56.0,-141.0,-0.0,31.0,0.97,15
