Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1290.0,-789.0,-1.14,-801.0,1419.0,0.0,904.0,1.32,0
2011,1260.0,-61.0,-0.08,-12.0,854.0,0.0,674.0,0.86,92
2012,1166.0,828.0,7.39,95.0,1112.0,11.71,451.0,4.03,1457
2013,1062.0,157.0,1.23,310.0,1564.0,5.05,577.0,4.54,-81
2014,1080.0,193.0,1.39,355.0,1654.0,4.66,349.0,2.53,22
2015,1093.0,223.0,1.69,413.0,1819.0,4.4,416.0,3.15,15
2016,1171.0,245.0,1.97,444.0,1765.0,3.98,429.0,3.46,9
2017,1367.0,274.0,2.27,538.0,1309.0,2.43,591.0,4.88,11
2018,1426.0,428.0,3.61,574.0,1839.0,3.2,483.0,4.09,56
2019,1950.0,562.0,3.58,752.0,3371.0,4.48,559.0,3.58,31
