Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,275.0,4.0,0.16,13.0,-17.0,-0.0,10.0,0.38,0
2012,316.0,10.0,0.39,23.0,36.0,1.57,17.0,0.65,149
2013,440.0,20.0,0.76,36.0,29.0,0.81,13.0,0.5,99
2014,475.0,17.0,0.63,35.0,20.0,0.57,6.0,0.22,-15
2015,433.0,-2.0,-0.08,14.0,28.0,2.0,8.0,0.3,-111
2016,539.0,-14.0,-0.52,-10.0,47.0,0.0,-16.0,-0.59,-603
2017,530.0,9.0,0.33,25.0,44.0,1.76,7.0,0.26,164
2018,523.0,25.0,0.92,27.0,66.0,2.44,-16.0,-0.59,177
2019,555.0,0.0,0.0,20.0,147.0,7.35,-28.0,-28.0,-100
2020,584.0,-22.0,-1.7,-2.0,172.0,0.0,-34.0,-1.17,-220100
