Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,22.0,-27.0,-3.0,-21.0,0.0,0.0,-3.0,-0.33,0
2011,71.0,-62.0,-1.59,-58.0,-83.0,-0.0,-2.0,-0.05,-129
2012,116.0,-30.0,-0.6,-22.0,-73.0,-0.0,5.0,0.1,51
2013,183.0,-38.0,-0.76,-20.0,-89.0,-0.0,4.0,0.08,-26
2014,262.0,-63.0,-1.18,-26.0,-56.0,-0.0,14.0,0.26,-65
2015,337.0,-84.0,-1.56,-34.0,-13.0,-0.0,19.0,0.35,-33
2016,422.0,-65.0,-1.19,-11.0,-63.0,-0.0,13.0,0.24,22
2017,479.0,-60.0,-1.06,-2.0,-29.0,-0.0,40.0,0.7,7
2018,537.0,-33.0,-0.55,32.0,-99.0,-0.0,50.0,0.86,44
2019,574.0,-3.0,-0.05,55.0,-116.0,-0.0,74.0,1.3,90
