Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,335.0,7.0,0.89,18.0,0.0,0.0,-15.0,-1.88,0
2012,488.0,-4.0,-0.5,0.0,112.0,0.0,-26.0,-3.25,-157
2013,489.0,8.0,1.02,19.0,96.0,5.05,24.0,3.0,300
2014,451.0,-1.0,-0.13,7.0,128.0,18.29,5.0,0.71,-112
2015,448.0,7.0,0.88,24.0,100.0,4.17,16.0,2.0,807
2016,424.0,8.0,1.15,24.0,114.0,4.75,-6.0,-0.86,14
2017,384.0,9.0,1.29,24.0,92.0,3.83,8.0,1.14,12
2018,394.0,1.0,0.14,27.0,102.0,3.78,22.0,3.14,-88
2019,429.0,7.0,0.99,26.0,123.0,4.73,4.0,0.57,593
2020,417.0,9.0,1.27,29.0,197.0,6.79,0.0,0.0,28
