Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,70.0,-24.0,-0.71,-16.0,0.0,0.0,-13.0,-0.38,0
2011,233.0,16.0,0.44,8.0,-50.0,-0.0,-8.0,-0.22,166
2012,419.0,160.0,4.32,176.0,-305.0,-0.0,146.0,3.95,899
2013,524.0,32.0,0.82,35.0,-206.0,-0.0,-99.0,-2.54,-80
2014,560.0,63.0,1.58,26.0,-128.0,-0.0,-72.0,-1.8,96
2015,723.0,26.0,0.65,57.0,-280.0,-0.0,141.0,3.53,-58
2016,628.0,10.0,0.24,23.0,-222.0,-0.0,-58.0,-1.41,-61
2017,391.0,-132.0,-3.31,-39.0,-143.0,-0.0,-89.0,-2.23,-1418
2018,454.0,-70.0,-1.74,-55.0,-228.0,-0.0,96.0,2.4,46
2019,394.0,-106.0,-3.49,-94.0,-147.0,-0.0,22.0,0.81,-51
