Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,151.0,14.0,0.15,25.0,0.0,0.0,10.0,0.11,0
2011,327.0,43.0,0.51,67.0,-98.0,-0.0,50.0,0.62,206
2012,374.0,50.0,0.64,84.0,-102.0,-0.0,67.0,0.88,16
2013,412.0,65.0,0.85,105.0,-132.0,-0.0,84.0,1.12,29
2014,490.0,80.0,1.07,132.0,-123.0,-0.0,84.0,1.14,23
2015,555.0,102.0,1.4,167.0,-128.0,-0.0,110.0,1.53,27
2016,602.0,122.0,1.73,202.0,-95.0,-0.0,132.0,1.89,19
2017,593.0,115.0,1.68,191.0,-125.0,-0.0,158.0,2.32,-5
2018,557.0,102.0,1.58,141.0,-100.0,-0.0,131.0,2.05,-11
2019,616.0,83.0,1.25,121.0,-110.0,-0.0,131.0,2.02,-18
2020,621.0,85.0,1.29,119.0,-75.0,-0.0,107.0,1.67,2
