Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,128.0,10.0,0.42,9.0,0.0,0.0,-5.0,-0.21,0
2011,264.0,12.0,0.33,31.0,3.0,0.1,-8.0,-0.22,18
2012,301.0,26.0,0.47,56.0,-8.0,-0.0,37.0,0.67,107
2013,319.0,36.0,0.66,68.0,-36.0,-0.0,44.0,0.8,36
2014,354.0,42.0,0.76,78.0,-39.0,-0.0,38.0,0.69,16
2015,357.0,44.0,0.81,81.0,-29.0,-0.0,34.0,0.63,4
2016,382.0,51.0,0.96,91.0,-43.0,-0.0,37.0,0.7,15
2017,404.0,52.0,0.98,88.0,-29.0,-0.0,17.0,0.32,1
2018,866.0,41.0,0.77,72.0,-1.0,-0.0,17.0,0.33,-20
2019,467.0,51.0,0.97,88.0,-20.0,-0.0,59.0,1.13,23
2020,377.0,62.0,1.18,101.0,-29.0,-0.0,69.0,1.33,21
