Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,33.0,-1.0,-0.04,0.0,0.0,0.0,0.0,0.0,0
2010,156.0,4.0,0.16,23.0,-123.0,-0.0,20.0,0.77,504
2011,188.0,35.0,1.06,26.0,-112.0,-0.0,23.0,0.7,772
2012,223.0,1.0,0.03,27.0,-125.0,-0.0,27.0,0.77,-97
2013,253.0,-12.0,-0.35,19.0,-154.0,-0.0,32.0,0.91,-1288
2014,299.0,-18.0,-0.5,42.0,-42.0,-0.0,41.0,1.14,-50
2015,329.0,-32.0,-0.87,43.0,15.0,0.35,40.0,1.08,-77
2016,342.0,-18.0,-0.5,50.0,37.0,0.74,41.0,1.11,43
2017,348.0,-31.0,-0.84,36.0,58.0,1.61,35.0,0.95,-72
2018,393.0,9.0,0.23,58.0,19.0,0.33,55.0,1.41,129
2019,420.0,8.0,0.19,52.0,6.0,0.12,24.0,0.59,-11
2020,513.0,5.0,0.11,50.0,10.0,0.2,24.0,0.57,-37
