Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,2107.0,120.0,0.66,287.0,0.0,0.0,149.0,0.83,0
2010,4489.0,255.0,1.41,699.0,754.0,1.08,399.0,2.25,112
2011,5466.0,148.0,1.4,592.0,4299.0,7.26,251.0,2.39,-41
2012,7557.0,-1410.0,1.38,-1124.0,3902.0,0.0,280.0,-0.28,-1052
2013,7689.0,124.0,0.56,862.0,3407.0,3.95,537.0,2.52,108
2014,7748.0,256.0,1.18,928.0,4140.0,4.46,-355.0,-1.67,106
2015,4410.0,334.0,1.6,818.0,4209.0,5.15,831.0,4.03,30
2016,4209.0,485.0,2.43,793.0,3809.0,4.8,636.0,3.23,45
2017,4460.0,815.0,6.08,725.0,2663.0,3.67,243.0,1.81,68
2018,4732.0,193.0,2.91,765.0,3202.0,4.19,261.0,3.95,-76
2019,4789.0,262.0,1.67,704.0,3551.0,5.04,320.0,2.06,35
