Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,26.0,-2.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0
2011,61.0,4.0,0.0,4.0,-13.0,-0.0,0.0,0.0,301
2012,61.0,-2.0,-2.0,2.0,-15.0,-0.0,-3.0,-3.0,-149
2013,71.0,2.0,0.04,2.0,-17.0,-0.0,-2.0,-0.04,200
2014,74.0,-6.0,-6.0,-6.0,-9.0,-0.0,-11.0,-11.0,-398
2015,74.0,-5.0,-5.0,-2.0,487.0,0.0,-5.0,-5.0,16
2016,81.0,-12.0,-12.0,-9.0,488.0,0.0,-2.0,-2.0,-140
2017,88.0,-3.0,-3.0,-1.0,-13.0,-0.0,-2.0,-2.0,74
2018,122.0,4.0,0.08,7.0,-100.0,-0.0,7.0,0.19,233
2019,148.0,12.0,0.25,13.0,-118.0,-0.0,16.0,0.35,199
