Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,14554.0,1313.0,1.98,2777.0,6325.0,2.28,1269.0,1.91,0
2010,14634.0,1529.0,2.33,3062.0,5752.0,1.88,1541.0,2.34,16
2011,14879.0,1796.0,2.8,3245.0,6265.0,1.93,887.0,1.38,17
2012,16656.0,1587.0,2.45,3102.0,6957.0,2.24,1732.0,2.67,-11
2013,17772.0,1854.0,2.86,3438.0,7228.0,2.1,2336.0,3.6,16
2014,17907.0,1859.0,2.96,3541.0,7918.0,2.24,1884.0,3.0,0
2015,17628.0,1258.0,2.08,2519.0,8857.0,3.52,1841.0,3.05,-32
2016,16560.0,1735.0,2.9,3315.0,7667.0,2.31,1906.0,3.19,37
2017,15618.0,1699.0,2.89,3168.0,8714.0,2.75,1632.0,2.78,-2
2018,15739.0,2161.0,3.75,3126.0,15418.0,4.93,2220.0,3.85,27
2019,16864.0,1784.0,2.95,2171.0,14039.0,6.47,2451.0,4.09,-17
2020,16763.0,2163.0,3.55,2670.0,13021.0,4.88,2671.0,4.4,21
