Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,1102.0,180.0,1.77,268.0,0.0,0.0,191.0,1.89,0
2010,2433.0,204.0,1.98,340.0,462.0,1.36,29.0,0.28,13
2011,2618.0,156.0,1.56,434.0,652.0,1.5,52.0,0.53,-23
2012,2842.0,158.0,1.62,611.0,586.0,0.96,274.0,2.85,1
2013,3664.0,440.0,4.52,698.0,2357.0,3.38,371.0,3.82,178
2014,5851.0,391.0,3.98,1091.0,2231.0,2.04,303.0,3.09,-11
2015,5739.0,435.0,4.46,1113.0,2113.0,1.9,443.0,4.57,11
2016,5778.0,447.0,4.74,1147.0,2408.0,2.1,525.0,5.59,2
2017,6444.0,667.0,7.08,1332.0,2415.0,1.81,521.0,5.54,49
2018,7012.0,736.0,7.81,1486.0,2122.0,1.43,627.0,6.67,10
2019,6962.0,694.0,7.45,1455.0,1710.0,1.18,808.0,8.69,-5
