Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,331.0,30.0,1.57,28.0,0.0,0.0,-20.0,-1.05,0
2011,777.0,47.0,2.47,125.0,-159.0,-0.0,45.0,2.37,54
2012,906.0,76.0,4.01,189.0,-178.0,-0.0,72.0,3.79,60
2013,993.0,90.0,4.73,223.0,-116.0,-0.0,20.0,1.05,18
2014,1135.0,85.0,5.0,241.0,230.0,0.95,-11.0,-0.65,-5
2015,1260.0,218.0,13.63,469.0,309.0,0.66,111.0,6.94,154
2016,1360.0,217.0,13.56,477.0,475.0,1.0,146.0,9.13,0
2017,1502.0,193.0,12.07,351.0,753.0,2.15,-177.0,-11.06,-11
2018,1666.0,161.0,10.72,371.0,876.0,2.36,21.0,1.4,-16
2019,1839.0,230.0,14.36,519.0,965.0,1.86,-64.0,-4.0,42
