Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,667.0,66.0,2.12,113.0,0.0,0.0,59.0,1.9,0
2011,1435.0,89.0,3.56,192.0,304.0,1.58,7.0,0.28,34
2012,1421.0,-16.0,2.29,98.0,224.0,2.29,83.0,-11.86,-117
2013,1291.0,-1.0,-1.0,93.0,175.0,1.88,25.0,25.0,93
2014,1228.0,1.0,1.0,97.0,299.0,3.08,-80.0,-80.0,201
2015,1033.0,-10.0,-10.0,80.0,346.0,4.33,-21.0,-21.0,-1090
2016,1742.0,103.0,3.67,306.0,1617.0,5.28,92.0,3.29,1131
2017,1958.0,92.0,3.68,352.0,1527.0,4.34,139.0,5.56,-10
2018,2010.0,70.0,3.32,395.0,1447.0,3.66,143.0,6.81,-23
2019,1803.0,54.0,1.73,286.0,1329.0,4.65,130.0,4.19,-22
2020,1774.0,250.0,8.06,456.0,847.0,1.86,167.0,5.39,362
