Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,288.0,36.0,0.86,70.0,-132.0,-0.0,58.0,1.38,0
2012,307.0,31.0,0.75,68.0,-134.0,-0.0,56.0,1.33,-13
2013,349.0,39.0,0.92,80.0,-136.0,-0.0,85.0,2.02,25
2014,395.0,47.0,1.14,94.0,-177.0,-0.0,97.0,2.37,20
2015,451.0,59.0,1.44,114.0,-205.0,-0.0,95.0,2.32,25
2016,953.0,-27.0,-0.34,112.0,-38.0,-0.0,71.0,0.88,-145
2017,1160.0,34.0,0.37,218.0,-141.0,-0.0,194.0,2.11,225
2018,984.0,79.0,0.9,145.0,154.0,1.06,206.0,2.34,132
2019,235.0,-72.0,-0.91,65.0,65.0,1.0,127.0,1.63,-191
2020,897.0,9.0,0.11,151.0,107.0,0.71,180.0,2.43,112
