Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,772.0,161.0,2.43,304.0,-11.0,-0.0,326.0,4.94,0
2011,830.0,171.0,2.56,299.0,-424.0,-0.0,388.0,5.79,6
2012,766.0,109.0,1.63,247.0,-72.0,-0.0,-82.0,-1.22,-36
2013,851.0,129.0,1.9,252.0,-203.0,-0.0,214.0,3.15,18
2014,936.0,118.0,1.72,251.0,270.0,1.08,35.0,0.51,-8
2015,959.0,44.0,0.65,222.0,304.0,1.37,146.0,2.15,-62
2016,803.0,74.0,1.29,149.0,673.0,4.52,141.0,2.47,68
2017,987.0,118.0,2.27,199.0,613.0,3.08,347.0,6.67,59
2018,1988.0,109.0,2.18,210.0,753.0,3.59,-132.0,-2.64,-7
2019,3113.0,82.0,1.78,196.0,1033.0,5.27,-25.0,-0.23,-24
