Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,87.0,11.0,0.16,11.0,0.0,0.0,5.0,0.07,0
2011,167.0,28.0,0.33,58.0,-114.0,-0.0,109.0,1.28,154
2012,168.0,19.0,0.23,49.0,-150.0,-0.0,40.0,0.47,-32
2013,161.0,26.0,0.92,58.0,-4.0,-0.0,94.0,3.36,36
2014,159.0,31.0,1.11,64.0,-36.0,-0.0,63.0,2.25,19
2015,174.0,36.0,1.29,73.0,-12.0,-0.0,55.0,1.96,16
2016,227.0,48.0,1.37,86.0,248.0,2.88,-28.0,-0.8,33
2017,286.0,61.0,1.46,114.0,396.0,3.47,241.0,5.74,27
2018,330.0,96.0,1.99,146.0,276.0,1.89,191.0,3.98,57
2019,402.0,101.0,1.85,153.0,331.0,2.16,68.0,1.26,5
