Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-25.0,-1.78,-6.0,0.0,0.0,3.0,0.21,0
2011,309.0,21.0,1.5,197.0,729.0,3.7,125.0,8.93,191
2012,343.0,-28.0,-2.0,226.0,887.0,3.92,155.0,11.07,-222
2013,449.0,-20.0,-1.54,295.0,1408.0,4.77,213.0,16.38,29
2014,537.0,-36.0,-2.77,350.0,1470.0,4.2,228.0,17.54,-84
2015,561.0,-81.0,-6.75,322.0,1626.0,5.05,215.0,17.92,-128
2016,568.0,-90.0,-7.5,319.0,1676.0,5.25,180.0,15.0,-11
2017,552.0,-106.0,-8.83,296.0,1674.0,5.66,152.0,12.67,-17
2018,539.0,-696.0,-57.99,-244.0,1790.0,0.0,77.0,6.42,-561
2019,528.0,179.0,115.09,-71.0,-29.0,-0.0,115.0,28.75,125
