Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,778.0,30.0,1.11,83.0,-102.0,-0.0,62.0,2.3,0
2010,1673.0,78.0,2.89,199.0,-183.0,-0.0,91.0,3.37,159
2011,1714.0,74.0,2.96,177.0,-176.0,-0.0,78.0,3.12,-5
2012,1807.0,63.0,2.62,166.0,-209.0,-0.0,114.0,4.75,-14
2013,1764.0,52.0,2.35,140.0,-235.0,-0.0,101.0,4.59,-17
2014,1760.0,56.0,2.66,139.0,-225.0,-0.0,90.0,4.29,7
2015,1723.0,57.0,2.85,152.0,-227.0,-0.0,139.0,6.95,1
2016,1783.0,101.0,5.61,211.0,-227.0,-0.0,164.0,9.11,77
2017,1868.0,85.0,4.72,227.0,-238.0,-0.0,157.0,8.72,-15
2018,1936.0,99.0,6.17,179.0,-21.0,-0.0,71.0,4.44,16
2019,1869.0,145.0,9.64,169.0,102.0,0.6,121.0,8.07,46
