Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,215.0,29.0,0.82,42.0,115.0,2.74,84.0,2.4,0
2011,225.0,45.0,1.16,109.0,53.0,0.49,69.0,1.77,55
2012,264.0,43.0,1.1,119.0,-93.0,-0.0,118.0,3.03,-4
2013,316.0,58.0,1.19,126.0,-104.0,-0.0,62.0,1.27,34
2014,361.0,79.0,1.5,160.0,158.0,0.99,125.0,2.36,36
2015,415.0,96.0,1.69,169.0,1.0,0.01,124.0,2.18,21
2016,420.0,103.0,1.81,182.0,-107.0,-0.0,140.0,2.46,7
2017,475.0,111.0,1.88,207.0,-110.0,-0.0,120.0,2.03,7
2018,565.0,170.0,2.34,242.0,235.0,0.97,224.0,3.11,53
2019,588.0,192.0,2.64,273.0,829.0,3.04,197.0,2.74,12
