Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,12.0,-13.0,-0.13,-14.0,0.0,0.0,-6.0,-0.06,0
2011,155.0,-21.0,-1.9,10.0,58.0,5.8,-89.0,-8.09,-61
2012,254.0,2.0,1.0,9.0,553.0,61.44,-4.0,-2.0,109
2013,523.0,-230.0,-230.0,-52.0,559.0,0.0,26.0,26.0,-11542
2014,534.0,-513.0,-513.0,-325.0,593.0,0.0,-23.0,-23.0,-123
2015,-1.0,1.0,1.0,74.0,480.0,6.49,43.0,43.0,100
2016,-2.0,1.0,1.0,68.0,469.0,6.9,-19.0,-19.0,0
2017,-1.0,15.0,66.3,66.0,36.0,0.55,-22.0,-1.1,1385
2018,195.0,-58.0,-58.0,-8.0,58.0,0.0,15.0,15.0,-486
2019,167.0,-54.0,-3.59,-14.0,32.0,0.0,4.0,0.27,6
