Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,476.0,-4.0,-0.17,0.0,0.0,0.0,0.0,0.0,0
2011,1052.0,-18.0,-0.77,4.0,-79.0,-0.0,-10.0,-0.43,-351
2012,1098.0,13.0,0.57,19.0,-93.0,-0.0,16.0,0.7,172
2013,1302.0,82.0,3.43,15.0,-148.0,-0.0,58.0,2.42,530
2014,1495.0,6.0,0.25,29.0,-181.0,-0.0,42.0,1.75,-92
2015,1657.0,0.0,0.0,27.0,-156.0,-0.0,-11.0,-0.46,-100
2016,1798.0,11.0,0.44,50.0,-124.0,-0.0,-36.0,-1.44,109900
2017,1744.0,-110.0,-4.4,-14.0,-203.0,-0.0,-9.0,-0.36,-1099
2018,3642.0,-215.0,-7.4,-82.0,-138.0,-0.0,-82.0,-2.83,-95
2019,1464.0,-132.0,-3.87,-115.0,-122.0,-0.0,-101.0,-2.97,38
