Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,239.0,43.0,3.31,30.0,0.0,0.0,8.0,0.62,0
2010,634.0,129.0,9.92,232.0,-76.0,-0.0,117.0,9.0,199
2011,624.0,103.0,9.36,200.0,60.0,0.3,125.0,11.36,-20
2012,560.0,64.0,5.81,137.0,99.0,0.72,57.0,5.18,-37
2013,502.0,17.0,1.7,67.0,79.0,1.18,75.0,7.5,-73
2014,444.0,43.0,4.3,100.0,2.0,0.02,70.0,7.0,152
2015,432.0,38.0,3.8,87.0,-59.0,-0.0,65.0,6.5,-11
2016,440.0,32.0,3.2,71.0,-79.0,-0.0,31.0,3.1,-15
2017,452.0,20.0,1.82,68.0,-112.0,-0.0,38.0,3.45,-37
2018,632.0,-16.0,-1.07,33.0,-297.0,-0.0,20.0,1.33,-179
2019,995.0,79.0,3.58,227.0,-412.0,-0.0,174.0,7.91,594
2020,749.0,103.0,4.67,243.0,-468.0,-0.0,178.0,8.09,30
