Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,51.0,7.0,0.89,6.0,-19.0,-0.0,-3.0,-0.38,0
2012,62.0,7.0,0.89,6.0,-14.0,-0.0,-2.0,-0.25,0
2013,67.0,2.0,0.26,6.0,-14.0,-0.0,-3.0,-0.38,-71
2014,70.0,4.0,0.52,6.0,-13.0,-0.0,-2.0,-0.25,99
2015,75.0,2.0,0.26,5.0,-12.0,-0.0,-3.0,-0.38,-50
2016,54.0,0.0,0.0,6.0,-10.0,-0.0,-1.0,-0.13,-100
2017,48.0,-4.0,-0.51,-5.0,-9.0,-0.0,0.0,0.0,-40099
2018,38.0,-22.0,-2.2,-8.0,-13.0,-0.0,0.0,0.0,-451
2019,49.0,-1.0,-1.0,-3.0,-11.0,-0.0,-5.0,-5.0,95
2020,43.0,-8.0,-2.66,-8.0,-10.0,-0.0,-2.0,-0.22,-708
