Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,869.0,145.0,3.08,440.0,162.0,0.37,-52.0,-1.11,0
2011,1206.0,194.0,4.13,602.0,299.0,0.5,-109.0,-2.32,33
2012,1312.0,23.0,0.5,371.0,715.0,1.93,209.0,4.45,-88
2013,1350.0,184.0,3.83,648.0,627.0,0.97,91.0,1.9,699
2014,1570.0,135.0,2.82,644.0,811.0,1.26,-206.0,-4.29,-26
2015,853.0,-1036.0,-21.14,-1275.0,917.0,0.0,-103.0,-2.1,-867
2016,601.0,-136.0,-2.72,42.0,799.0,19.02,130.0,2.6,86
2017,737.0,116.0,2.28,308.0,819.0,2.66,32.0,0.63,185
2018,637.0,-40.0,-0.8,224.0,638.0,2.85,-73.0,-1.43,-134
2019,1377.0,-552.0,-10.6,-372.0,770.0,0.0,-122.0,-2.35,-1280
