Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1350.0,42.0,1.08,138.0,338.0,2.45,125.0,3.29,0
2011,1804.0,67.0,1.75,201.0,44.0,0.22,-16.0,-0.42,58
2012,2064.0,66.0,1.59,221.0,724.0,3.28,9.0,0.22,-1
2013,2135.0,54.0,1.4,232.0,633.0,2.73,138.0,3.63,-17
2014,1707.0,72.0,1.87,221.0,544.0,2.46,121.0,3.18,32
2015,1620.0,10.0,0.23,39.0,97.0,2.49,-37.0,-0.88,-84
2016,1524.0,46.0,1.33,106.0,117.0,1.1,-6.0,-0.18,326
2017,3179.0,55.0,1.65,115.0,145.0,1.26,3.0,0.09,19
2018,3494.0,15.0,0.39,124.0,146.0,1.18,52.0,1.37,-71
2019,2050.0,7.0,0.2,139.0,120.0,0.86,53.0,1.56,-50
2020,1750.0,42.0,1.15,127.0,169.0,1.33,13.0,0.34,436
