Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,914.0,60.0,1.54,115.0,-10.0,-0.0,15.0,0.38,0
2011,923.0,26.0,0.67,81.0,142.0,1.75,4.0,0.1,-55
2012,1014.0,55.0,1.41,117.0,121.0,1.03,71.0,1.82,107
2013,1089.0,44.0,1.16,110.0,230.0,2.09,61.0,1.61,-19
2014,1330.0,-36.0,-0.97,20.0,203.0,10.15,51.0,1.38,-177
2015,1332.0,-9.0,-0.25,62.0,141.0,2.27,108.0,3.0,77
2016,1219.0,29.0,0.85,96.0,240.0,2.5,38.0,1.12,475
2017,1357.0,-66.0,-2.0,-2.0,239.0,0.0,38.0,1.15,-316
2018,1331.0,5.0,0.15,47.0,228.0,4.85,11.0,0.34,109
2019,1530.0,-18.0,-0.56,35.0,211.0,6.03,53.0,1.71,-382
2020,1541.0,-16.0,-0.5,38.0,228.0,6.0,52.0,1.63,11
