Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,864.0,-30.0,-0.72,6.0,0.0,0.0,19.0,0.46,0
2011,605.0,72.0,1.53,26.0,85.0,3.27,70.0,1.49,340
2012,884.0,4.0,2.0,104.0,251.0,2.41,36.0,18.0,-94
2013,739.0,77.0,2.95,138.0,169.0,1.22,57.0,2.19,1820
2014,637.0,289.0,6.86,70.0,467.0,6.67,61.0,1.45,275
2015,725.0,167.0,4.39,99.0,226.0,2.28,69.0,1.82,-42
2016,977.0,55.0,2.2,100.0,517.0,5.17,87.0,3.48,-67
2017,1267.0,34.0,2.26,139.0,550.0,3.96,39.0,2.6,-38
2018,1689.0,-1.0,-1.0,181.0,1053.0,5.82,63.0,63.0,-102
2019,1449.0,307.0,3.74,128.0,294.0,2.3,69.0,0.84,31110
2020,1380.0,201.0,2.12,122.0,303.0,2.48,111.0,-7.93,-34
