Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2114.0,47.0,1.8,80.0,-4.0,-0.0,-84.0,-3.23,0
2011,2664.0,71.0,2.63,117.0,31.0,0.26,-1.0,-0.04,51
2012,3013.0,72.0,2.67,118.0,-20.0,-0.0,47.0,1.74,1
2013,2874.0,33.0,1.22,59.0,-140.0,-0.0,123.0,4.56,-54
2014,2911.0,80.0,2.85,128.0,-184.0,-0.0,35.0,1.25,142
2015,3217.0,63.0,2.25,109.0,-104.0,-0.0,55.0,1.96,-21
2016,3538.0,61.0,2.35,109.0,26.0,0.24,40.0,1.54,-3
2017,3566.0,67.0,2.68,123.0,71.0,0.58,86.0,3.44,9
2018,3844.0,31.0,1.24,103.0,266.0,2.58,23.0,0.92,-53
2019,3871.0,55.0,3.91,124.0,375.0,3.02,-34.0,-2.43,77
2020,3848.0,44.0,2.44,111.0,360.0,3.24,139.0,5.56,-20
