Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,24.0,3.0,1.5,2.0,0.0,0.0,1.0,0.5,0
2011,34.0,2.0,1.0,2.0,-10.0,-0.0,-2.0,-1.0,-33
2012,28.0,-4.0,-2.0,-2.0,-7.0,-0.0,-4.0,-2.0,-299
2013,24.0,-7.0,-3.5,-4.0,-6.0,-0.0,-4.0,-2.0,-75
2014,21.0,-4.0,-2.0,-4.0,-5.0,-0.0,-8.0,-4.0,42
2015,19.0,-4.0,-2.0,4.0,-6.0,-0.0,2.0,1.0,0
2016,19.0,2.0,1.0,4.0,-4.0,-0.0,2.0,1.0,150
2017,20.0,2.0,0.66,4.0,-16.0,-0.0,2.0,0.67,0
2018,23.0,4.0,1.0,4.0,-18.0,-0.0,0.0,0.0,99
2019,29.0,7.0,1.75,4.0,-17.0,-0.0,-2.0,-0.5,74
