Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,791.0,71.0,2.73,227.0,855.0,3.77,-121.0,-4.65,0
2011,827.0,62.0,2.39,217.0,817.0,3.76,133.0,5.12,-12
2012,728.0,59.0,2.28,223.0,873.0,3.91,37.0,1.42,-4
2013,756.0,60.0,2.31,233.0,920.0,3.95,48.0,1.85,1
2014,753.0,58.0,2.15,241.0,886.0,3.68,98.0,3.63,-3
2015,722.0,53.0,1.96,229.0,860.0,3.76,67.0,2.48,-8
2016,674.0,58.0,2.14,235.0,769.0,3.27,82.0,3.04,9
2017,761.0,-56.0,-2.0,54.0,830.0,15.37,-6.0,-0.21,-196
2018,705.0,64.0,2.29,229.0,941.0,4.11,-44.0,-1.57,214
2019,745.0,61.0,2.1,231.0,1984.0,8.59,-38.0,-1.31,-4
