Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,5154.0,138.0,0.31,413.0,0.0,0.0,281.0,0.65,0
2009,7657.0,-145.0,0.22,343.0,2555.0,7.45,603.0,-0.96,-205
2010,7486.0,-1002.0,0.09,-211.0,2383.0,0.0,346.0,-0.03,-591
2011,7170.0,-533.0,0.11,125.0,2369.0,18.95,112.0,-0.03,46
2012,7495.0,-79.0,0.15,541.0,2277.0,4.21,229.0,-0.44,85
2013,6761.0,329.0,0.79,826.0,1883.0,2.28,546.0,1.33,516
2014,7006.0,903.0,2.36,914.0,1739.0,1.9,490.0,1.29,174
2015,7142.0,394.0,1.0,1067.0,1691.0,1.58,670.0,1.74,-56
2016,7361.0,536.0,1.46,1220.0,1806.0,1.48,609.0,1.68,36
2017,7642.0,580.0,1.64,1314.0,1783.0,1.36,602.0,1.72,8
2018,8359.0,784.0,2.35,1375.0,2420.0,1.76,827.0,2.51,35
2019,6707.0,980.0,3.4,1244.0,2076.0,1.67,705.0,2.46,24
2020,6380.0,1391.0,4.93,1246.0,2009.0,1.61,753.0,2.76,41
