Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,812.0,91.0,0.26,185.0,0.0,0.0,194.0,0.58,0
2010,1849.0,235.0,0.67,554.0,-479.0,-0.0,273.0,0.8,158
2011,2201.0,305.0,0.86,680.0,-649.0,-0.0,360.0,1.04,29
2012,2664.0,394.0,1.1,808.0,-841.0,-0.0,424.0,1.21,29
2013,2909.0,397.0,1.11,849.0,-714.0,-0.0,168.0,0.48,0
2014,3401.0,524.0,1.48,1075.0,-1291.0,-0.0,392.0,1.12,31
2015,4423.0,538.0,1.52,1232.0,91.0,0.07,413.0,1.18,2
2016,4794.0,634.0,1.83,1215.0,208.0,0.17,493.0,1.44,17
2017,5140.0,865.0,2.55,1546.0,-278.0,-0.0,670.0,1.99,36
2018,5364.0,629.0,1.87,1441.0,-333.0,-0.0,732.0,2.2,-27
2019,5691.0,527.0,1.62,1341.0,498.0,0.37,568.0,1.77,-16
2020,5713.0,508.0,1.58,1324.0,940.0,0.71,604.0,1.94,-3
