Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,1073.0,156.0,2.16,355.0,164.0,0.46,86.0,1.19,0
2012,1119.0,172.0,2.82,391.0,262.0,0.67,123.0,2.02,10
2013,1191.0,161.0,2.92,378.0,225.0,0.6,188.0,3.42,-6
2014,1301.0,180.0,3.33,425.0,403.0,0.95,235.0,4.35,11
2015,1368.0,188.0,3.76,457.0,584.0,1.28,263.0,5.26,4
2016,1488.0,218.0,4.64,529.0,664.0,1.26,293.0,6.23,15
2017,1659.0,349.0,7.76,599.0,830.0,1.39,386.0,8.58,60
2018,2277.0,322.0,7.48,1483.0,1081.0,0.73,476.0,11.07,-7
2019,2022.0,365.0,8.67,494.0,1301.0,2.63,484.0,11.52,13
2020,2219.0,358.0,8.54,492.0,1337.0,2.72,549.0,13.39,-1
