Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,110.0,-110.0,-2.43,-75.0,0.0,0.0,26.0,0.58,0
2010,252.0,19.0,1.0,80.0,386.0,4.83,-301.0,-15.84,117
2011,304.0,-130.0,0.96,21.0,689.0,32.81,183.0,-1.39,-783
2012,315.0,-102.0,0.95,95.0,577.0,6.07,336.0,-3.23,21
2013,430.0,-141.0,0.97,132.0,1258.0,9.53,261.0,-1.83,-38
2014,635.0,-409.0,1.77,-152.0,1079.0,0.0,595.0,-2.58,-190
2015,303.0,-1583.0,1.14,-1498.0,1213.0,0.0,-1.0,0.0,-287
2016,128.0,-415.0,-28.28,-561.0,41.0,0.0,119.0,-3.31,73
2017,298.0,34.0,17.0,33.0,254.0,7.7,33.0,16.5,108
2018,847.0,224.0,15.99,250.0,494.0,1.98,223.0,15.93,558
2019,365.0,70.0,4.67,281.0,548.0,1.95,319.0,21.27,-68
