Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,84.0,7.0,0.17,16.0,0.0,0.0,17.0,0.41,0
2011,270.0,123.0,2.68,133.0,-157.0,-0.0,142.0,3.09,1654
2012,584.0,287.0,4.78,267.0,69.0,0.26,228.0,3.8,133
2013,871.0,215.0,3.52,423.0,-87.0,-0.0,277.0,4.54,-25
2014,1171.0,56.0,0.9,351.0,658.0,1.87,370.0,5.97,-73
2015,1322.0,327.0,5.19,638.0,199.0,0.31,495.0,7.86,483
2016,1487.0,394.0,6.46,728.0,1604.0,2.2,583.0,9.56,20
2017,1617.0,486.0,7.96,712.0,979.0,1.38,664.0,10.89,23
2018,1889.0,445.0,7.27,868.0,772.0,0.89,825.0,13.52,-8
2019,1953.0,485.0,8.34,919.0,766.0,0.83,865.0,14.91,8
