Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,84.0,5.0,0.16,13.0,-43.0,-0.0,1.0,0.04,0
2012,100.0,9.0,0.32,18.0,-59.0,-0.0,13.0,0.48,66
2013,99.0,9.0,0.32,17.0,-59.0,-0.0,13.0,0.48,0
2014,98.0,8.0,0.27,16.0,-69.0,-0.0,13.0,0.46,-10
2015,100.0,6.0,0.2,13.0,-61.0,-0.0,5.0,0.18,-22
2016,112.0,9.0,0.28,17.0,-69.0,-0.0,13.0,0.45,42
2017,105.0,14.0,0.21,24.0,-85.0,-0.0,28.0,0.46,49
2018,111.0,10.0,0.14,18.0,-78.0,-0.0,2.0,0.03,-26
2019,108.0,5.0,0.06,11.0,-85.0,-0.0,19.0,0.3,-45
2020,111.0,6.0,0.07,14.0,-95.0,-0.0,18.0,0.27,16
