Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1262.0,29.0,3.62,62.0,0.0,0.0,-27.0,-3.38,0
2011,790.0,160.0,19.99,137.0,-6.0,-0.0,84.0,10.5,451
2012,872.0,107.0,13.36,79.0,38.0,0.48,80.0,10.0,-33
2013,931.0,43.0,6.13,83.0,88.0,1.06,-2.0,-0.29,-59
2014,895.0,-37.0,5.27,-42.0,186.0,0.0,-29.0,4.14,-186
2015,147.0,21.0,4.2,12.0,117.0,9.75,101.0,20.2,156
2016,111.0,28.0,5.6,9.0,26.0,2.89,91.0,18.2,33
2017,208.0,28.0,4.65,42.0,-43.0,-0.0,35.0,5.83,0
2018,269.0,34.0,5.66,49.0,-75.0,-0.0,35.0,5.83,21
2019,139.0,38.0,5.41,40.0,-98.0,-0.0,33.0,4.71,11
