Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,5589.0,355.0,3.25,867.0,1935.0,2.23,319.0,2.93,0
2011,6089.0,320.0,2.89,869.0,2048.0,2.36,196.0,1.77,-9
2012,6519.0,199.0,1.18,852.0,3346.0,3.93,370.0,2.2,-37
2013,7193.0,427.0,2.51,1193.0,3425.0,2.87,316.0,1.86,114
2014,8275.0,532.0,3.09,1366.0,3288.0,2.41,548.0,3.19,24
2015,6689.0,416.0,2.41,1208.0,3464.0,2.87,673.0,3.89,-21
2016,5684.0,488.0,2.83,1387.0,3555.0,2.56,404.0,2.34,17
2017,6118.0,523.0,3.03,1395.0,3917.0,2.81,325.0,1.88,7
2018,7650.0,823.0,4.68,1533.0,3995.0,2.61,511.0,2.9,57
2019,7319.0,308.0,1.7,1101.0,6124.0,5.56,374.0,2.07,-62
2020,7125.0,432.0,2.22,1299.0,6363.0,4.9,397.0,1.88,40
