Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,6491.0,734.0,0.82,1116.0,0.0,0.0,401.0,0.45,0
2009,10514.0,1149.0,1.13,1770.0,1212.0,0.68,1630.0,1.63,56
2010,12547.0,1791.0,1.36,2704.0,1191.0,0.44,1894.0,1.46,55
2011,16088.0,2170.0,1.59,3183.0,4767.0,1.5,2292.0,1.7,21
2012,18259.0,2390.0,2.54,3932.0,3664.0,0.93,2958.0,3.16,10
2013,18281.0,2693.0,2.89,4400.0,383.0,0.09,3047.0,3.28,12
2014,12866.0,2596.0,2.97,2884.0,467.0,0.16,3294.0,3.79,-3
2015,14432.0,3355.0,3.03,2680.0,12080.0,4.51,3349.0,3.04,29
2016,16881.0,2552.0,2.95,4101.0,11305.0,2.76,2943.0,3.43,-23
2017,18328.0,2491.0,3.54,4330.0,9891.0,2.28,2891.0,4.12,-2
2018,19892.0,2648.0,3.72,4747.0,8952.0,1.89,3373.0,4.76,6
2019,17909.0,3006.0,4.12,4469.0,1816.0,0.41,3330.0,4.59,13
