Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,239.0,11.0,0.02,15.0,0.0,0.0,136.0,0.27,0
2009,515.0,22.0,0.04,45.0,0.0,0.0,130.0,0.26,99
2010,1608.0,101.0,0.18,230.0,-791.0,-0.0,220.0,0.43,358
2011,1655.0,67.0,0.1,265.0,-24.0,-0.0,370.0,0.68,-33
2012,2265.0,-10.0,0.0,233.0,-281.0,-0.0,439.0,0.81,-114
2013,3048.0,-268.0,-0.46,276.0,-346.0,-0.0,561.0,0.99,-2582
2014,4069.0,-231.0,-0.38,321.0,1035.0,3.22,577.0,0.97,13
2015,5371.0,-260.0,-0.4,593.0,375.0,0.63,1112.0,1.78,-12
2016,6665.0,-47.0,-0.06,992.0,-1439.0,-0.0,1096.0,1.66,81
2017,8435.0,321.0,0.45,1341.0,-200.0,-0.0,1697.0,2.42,783
2018,10540.0,360.0,0.48,1828.0,-2801.0,-0.0,2204.0,3.0,12
2019,13282.0,1110.0,1.41,2257.0,-1169.0,-0.0,2803.0,3.62,208
2020,17098.0,126.0,0.15,3717.0,-5274.0,-0.0,3688.0,4.34,-88
