Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,10407.0,149.0,4.26,284.0,299.0,1.05,180.0,5.14,0
2012,10283.0,150.0,4.15,287.0,97.0,0.34,230.0,6.39,0
2013,10843.0,150.0,4.17,280.0,151.0,0.54,6.0,0.17,0
2014,13837.0,179.0,4.71,400.0,793.0,1.98,-289.0,-7.61,19
2015,13336.0,207.0,5.31,455.0,389.0,0.85,541.0,13.87,15
2016,14059.0,233.0,5.98,504.0,578.0,1.15,203.0,5.21,12
2017,17043.0,300.0,7.68,668.0,1386.0,2.07,80.0,2.05,28
2018,20052.0,299.0,7.3,765.0,2999.0,3.92,-22.0,-0.54,0
2019,53236.0,500.0,10.0,1214.0,2791.0,2.3,413.0,8.26,67
2020,47987.0,535.0,10.65,1234.0,2809.0,2.28,606.0,11.88,6
