Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,16470.0,2237.0,1.21,3019.0,57686.0,19.11,7600.0,4.11,0
2010,17939.0,3265.0,1.71,4627.0,49607.0,10.72,5241.0,2.74,45
2011,18883.0,4788.0,2.5,7194.0,48459.0,6.74,9820.0,5.13,46
2012,20064.0,5490.0,2.91,8287.0,43566.0,5.26,7958.0,4.22,14
2013,19378.0,5732.0,3.12,8284.0,39180.0,4.73,11446.0,6.22,4
2014,19939.0,5908.0,3.27,8496.0,51499.0,6.06,5332.0,2.96,3
2015,20093.0,5933.0,3.36,8511.0,48808.0,5.73,8782.0,4.98,0
2016,21105.0,5944.0,3.46,8575.0,31581.0,3.68,5336.0,3.11,0
2017,21852.0,6253.0,3.74,7985.0,29405.0,3.68,6472.0,3.86,5
2018,22521.0,7124.0,4.33,9145.0,34026.0,3.72,10564.0,6.45,13
2019,22883.0,6946.0,4.37,6585.0,41485.0,6.3,6794.0,4.29,-2
