Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,6297.0,211.0,0.19,303.0,0.0,0.0,973.0,0.91,0
2009,25509.0,1138.0,2.74,2593.0,12372.0,4.77,830.0,2.01,439
2010,33737.0,1382.0,2.5,3071.0,13498.0,4.4,366.0,0.67,21
2011,44311.0,2086.0,1.2,3818.0,14510.0,3.8,515.0,0.3,50
2012,42581.0,2426.0,1.33,4220.0,16185.0,3.84,467.0,0.26,16
2013,47726.0,2605.0,1.4,4514.0,17295.0,3.83,738.0,0.4,7
2014,47949.0,2832.0,1.47,4876.0,21063.0,4.32,1415.0,0.75,8
2015,27026.0,2556.0,1.25,4658.0,22520.0,4.83,1780.0,0.89,-9
2016,23020.0,2552.0,1.21,4747.0,23633.0,4.98,1129.0,0.54,0
2017,29239.0,2855.0,1.3,5082.0,24563.0,4.83,1605.0,0.75,11
2018,36532.0,4237.0,1.91,6666.0,25834.0,3.88,2065.0,0.94,48
2019,32788.0,4685.0,2.12,7391.0,27290.0,3.69,2010.0,0.91,10
