Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1685.0,100.0,1.42,185.0,0.0,0.0,38.0,0.54,0
2011,3905.0,267.0,4.03,323.0,248.0,0.77,-24.0,-0.36,166
2012,4199.0,251.0,3.51,568.0,20.0,0.04,250.0,3.52,-5
2013,3438.0,131.0,2.89,425.0,-38.0,-0.0,94.0,2.09,-47
2014,3423.0,234.0,3.43,547.0,-190.0,-0.0,177.0,2.6,78
2015,2971.0,214.0,3.73,522.0,-197.0,-0.0,124.0,2.18,-8
2016,2922.0,249.0,4.51,561.0,-181.0,-0.0,139.0,2.53,16
2017,2853.0,95.0,3.95,448.0,-37.0,-0.0,-17.0,-0.71,-61
2018,2806.0,79.0,2.8,317.0,-220.0,-0.0,62.0,2.21,-16
2019,2752.0,97.0,1.94,314.0,-70.0,-0.0,91.0,1.82,22
