Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,832.0,51.0,0.61,209.0,0.0,0.0,36.0,0.44,0
2010,1874.0,116.0,0.98,741.0,-31.0,-0.0,16.0,0.14,124
2011,2010.0,112.0,1.41,786.0,-121.0,-0.0,240.0,3.08,-3
2012,2210.0,171.0,2.23,935.0,-73.0,-0.0,4.0,0.05,52
2013,2233.0,119.0,1.58,871.0,-201.0,-0.0,258.0,3.44,-30
2014,2693.0,77.0,1.06,1154.0,582.0,0.5,-90.0,-1.27,-35
2015,3178.0,134.0,1.85,1525.0,570.0,0.37,117.0,1.63,73
2016,3205.0,137.0,1.91,1623.0,169.0,0.1,429.0,6.04,2
2017,3381.0,291.0,4.08,1789.0,297.0,0.17,114.0,1.61,111
2018,3827.0,194.0,2.8,2087.0,409.0,0.2,288.0,4.17,-33
2019,9916.0,30.0,0.44,2184.0,284.0,0.13,239.0,3.57,-84
2020,8985.0,-306.0,-4.63,1767.0,95.0,0.05,303.0,4.59,-1083
