Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,325.0,37.0,0.85,76.0,0.0,0.0,-1.0,-0.02,0
2010,569.0,22.0,0.54,110.0,1094.0,9.95,123.0,3.08,-40
2011,568.0,-180.0,-4.5,-148.0,1028.0,0.0,17.0,0.43,-917
2012,499.0,-247.0,-6.5,-215.0,1360.0,0.0,-30.0,-0.79,-37
2013,526.0,29.0,0.81,95.0,666.0,7.01,-8.0,-0.23,111
2014,554.0,48.0,1.4,113.0,431.0,3.81,104.0,3.06,65
2015,631.0,90.0,2.64,164.0,734.0,4.48,13.0,0.38,87
2016,-3.0,-25.0,-0.8,-1.0,-87.0,-0.0,-7.0,-0.23,-127
2017,-3.0,-39.0,-1.22,51.0,-40.0,-0.0,0.0,0.0,-56
2018,-3.0,1.0,0.02,-966.0,177.0,0.0,28.0,0.56,102
