Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,2191.0,28.0,3.1,280.0,0.0,0.0,453.0,50.33,0
2010,4721.0,276.0,34.49,581.0,-411.0,-0.0,450.0,56.25,885
2011,4212.0,116.0,16.56,526.0,-155.0,-0.0,177.0,25.29,-57
2012,4016.0,131.0,18.7,441.0,-234.0,-0.0,260.0,37.14,12
2013,2600.0,236.0,33.69,389.0,-641.0,-0.0,105.0,15.0,80
2014,2735.0,1291.0,215.15,1258.0,-553.0,-0.0,77.0,12.83,447
2015,2584.0,-100.0,-20.0,338.0,-734.0,-0.0,-63.0,-12.6,-107
2016,2479.0,168.0,33.6,381.0,-605.0,-0.0,193.0,38.6,268
2017,2590.0,300.0,60.0,325.0,-455.0,-0.0,208.0,41.6,78
2018,2694.0,269.0,53.8,463.0,-291.0,-0.0,188.0,37.6,-10
2019,2930.0,326.0,65.2,643.0,-287.0,-0.0,49.0,9.8,21
