Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,5677.0,-469.0,-0.71,-351.0,2169.0,0.0,475.0,0.72,0
2009,14423.0,1056.0,1.56,1873.0,2017.0,1.08,1422.0,2.12,325
2010,15080.0,1066.0,1.59,1876.0,1800.0,0.96,1624.0,2.45,0
2011,15641.0,1013.0,1.57,1806.0,2287.0,1.27,1421.0,2.23,-4
2012,16959.0,901.0,1.46,1598.0,1884.0,1.18,1568.0,2.58,-11
2013,18051.0,1163.0,1.91,1953.0,1785.0,0.91,1763.0,2.93,29
2014,19272.0,1280.0,2.13,2081.0,2056.0,0.99,1623.0,2.73,10
2015,20716.0,1298.0,2.13,2159.0,2483.0,1.15,2173.0,3.6,1
2016,23299.0,1055.0,1.75,1745.0,2922.0,1.67,2523.0,4.21,-18
2017,26684.0,1596.0,2.7,2460.0,3031.0,1.23,3617.0,6.17,51
2018,31811.0,2619.0,4.41,3459.0,4329.0,1.25,6029.0,10.18,64
2019,38831.0,3978.0,6.75,5498.0,4180.0,0.76,5952.0,10.14,51
