Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,109.0,4.0,0.14,4.0,0.0,0.0,4.0,0.15,0
2011,261.0,8.0,0.27,25.0,-9.0,-0.0,9.0,0.31,99
2012,325.0,14.0,0.45,34.0,-3.0,-0.0,33.0,1.06,74
2013,371.0,20.0,0.65,41.0,12.0,0.29,39.0,1.26,42
2014,454.0,22.0,0.66,56.0,44.0,0.79,31.0,0.94,9
2015,471.0,21.0,0.63,51.0,48.0,0.94,39.0,1.15,-4
2016,485.0,18.0,0.51,48.0,22.0,0.46,57.0,1.63,-14
2017,484.0,17.0,0.51,47.0,49.0,1.04,50.0,1.47,-5
2018,1483.0,22.0,0.66,55.0,76.0,1.38,63.0,1.91,29
2019,564.0,35.0,1.08,79.0,54.0,0.68,69.0,2.16,59
